frame,obj_id,conf,x1,y1,x2,y2
19,0,0.5406844615936279,3,429,127,570
31,0,0.5386249423027039,158,497,356,639
46,0,0.6102937459945679,189,471,360,639
47,0,0.637278139591217,194,473,359,639
51,0,0.5136535167694092,5,413,285,639
58,0,0.5701613426208496,226,453,360,639
59,0,0.683679461479187,3,390,314,638
59,1,0.6517409086227417,227,470,360,640
60,0,0.602035403251648,228,474,360,640
61,0,0.5458530187606812,232,484,360,639
62,0,0.6333490610122681,237,484,360,639
63,0,0.6895169019699097,239,488,360,640
63,1,0.6305025219917297,10,385,322,638
64,0,0.5492406487464905,244,498,360,640
65,0,0.6553111672401428,20,380,337,638
65,1,0.5683912634849548,245,496,360,640
66,0,0.5761362910270691,18,367,345,639
67,0,0.6129462122917175,23,380,338,638
69,0,0.7595367431640625,20,370,342,639
70,0,0.5659505128860474,17,359,347,639
71,0,0.6381893157958984,20,367,356,638
73,0,0.5054820775985718,12,369,355,639
74,0,0.5403577089309692,18,377,357,639
76,0,0.5197799205780029,0,375,82,638
78,0,0.6977584362030029,43,362,360,638
79,0,0.6762022972106934,59,370,359,638
81,0,0.6181754469871521,1,357,100,639
85,0,0.5965088605880737,15,365,351,640
87,0,0.5015474557876587,10,364,360,640
94,0,0.5550795197486877,15,373,359,639
96,0,0.5204071998596191,1,435,86,508
97,0,0.5980097651481628,17,366,360,639
97,1,0.5386788845062256,1,425,87,509
98,0,0.5012488961219788,2,439,89,506
99,0,0.5456875562667847,5,359,360,640
99,1,0.5292614102363586,1,411,89,504
100,0,0.5108192563056946,2,411,87,496
101,0,0.6576098203659058,18,366,360,640
102,0,0.5570940971374512,11,431,103,502
105,0,0.5144070982933044,17,428,114,498
106,0,0.5462455153465271,20,363,360,639
107,0,0.5198774337768555,17,366,360,631
108,0,0.5391859412193298,30,426,121,496
112,0,0.5135723948478699,44,425,135,491
114,0,0.5726895332336426,47,422,140,491
116,0,0.5489147901535034,97,484,156,566
116,1,0.5214341282844543,53,422,148,489
117,0,0.5678918957710266,59,424,151,487
118,0,0.6034254431724548,61,424,152,487
119,0,0.5410685539245605,65,424,156,486
120,0,0.5546250343322754,66,417,160,484
122,0,0.5658815503120422,74,426,166,484
123,0,0.5393175482749939,78,427,168,483
124,0,0.5671428442001343,115,470,176,568
124,1,0.5456191301345825,79,425,169,482
125,0,0.5635913610458374,81,425,174,480
127,0,0.5317023992538452,116,472,188,562
127,1,0.530761182308197,87,414,182,479
128,0,0.6173809170722961,126,475,188,562
128,1,0.5626055002212524,94,426,184,479
129,0,0.5456830859184265,94,421,186,478
130,0,0.5662072896957397,97,421,192,477
133,0,0.5105886459350586,110,426,201,474
134,0,0.502262532711029,110,422,204,474
135,0,0.5330631136894226,113,413,205,473
139,0,0.5034527778625488,125,423,222,470
142,0,0.5063636302947998,136,416,233,469
142,1,0.505244791507721,3,341,360,640
169,0,0.5201120376586914,115,530,285,639
179,0,0.5208340883255005,150,551,313,639
180,0,0.5056055188179016,149,536,301,638
180,1,0.5014055967330933,1,477,129,559
181,0,0.5315609574317932,0,531,140,636
182,0,0.5382115244865417,0,533,141,631
183,0,0.5307251811027527,0,531,143,630
189,0,0.5271232724189758,4,576,159,639
191,0,0.5885283946990967,303,420,360,471
192,0,0.6397625803947449,307,419,360,473
193,0,0.6237742900848389,310,419,360,474
197,0,0.5160883665084839,1,352,61,437
198,0,0.747639000415802,328,417,360,479
199,0,0.668981671333313,333,419,359,480
199,1,0.5104137063026428,58,457,189,556
200,0,0.6637283563613892,336,421,360,489
201,0,0.6949666738510132,339,422,360,484
201,1,0.5408810973167419,39,572,193,639
201,2,0.5012333393096924,53,502,187,560
202,0,0.6930588483810425,343,422,360,482
202,1,0.5601111054420471,0,416,32,462
202,2,0.5200334191322327,1,352,79,433
203,0,0.5592672228813171,0,403,39,461
204,0,0.6004053950309753,48,582,204,639
204,1,0.5516051650047302,229,578,355,639
205,0,0.5317854881286621,51,585,207,639
205,1,0.509084165096283,2,398,48,459
206,0,0.5592485070228577,2,384,54,458
207,0,0.6452783346176147,0,385,58,457
208,0,0.7415801286697388,0,392,64,456
208,1,0.5486177802085876,63,582,212,639
208,2,0.5215855240821838,1,229,61,275
209,0,0.6821048855781555,1,381,70,454
209,1,0.657663106918335,67,579,221,639
209,2,0.6551709175109863,0,230,63,274
209,3,0.5685468912124634,10,336,107,428
209,4,0.5049752593040466,242,568,359,639
210,0,0.6554794311523438,69,580,222,639
210,1,0.6341148018836975,1,230,69,274
210,2,0.5539926886558533,11,335,111,427
211,0,0.7074736952781677,2,229,74,274
211,1,0.5946412086486816,71,582,224,639
211,2,0.5466599464416504,3,389,79,452
212,0,0.7806390523910522,0,228,77,273
212,1,0.5854995846748352,2,390,84,452
212,2,0.5354686379432678,82,529,216,592
212,3,0.5281243324279785,78,585,220,639
213,0,0.7414199709892273,1,227,81,273
213,1,0.5506347417831421,79,583,227,639
213,2,0.5427879691123962,1,379,89,451
214,0,0.71340012550354,1,226,86,273
214,1,0.699242353439331,82,584,224,639
214,2,0.5833449959754944,34,340,125,426
214,3,0.512697696685791,0,392,92,451
215,0,0.6826022267341614,2,225,89,274
215,1,0.5797542333602905,0,398,97,451
215,2,0.5233290791511536,84,584,240,639
216,0,0.7290929555892944,7,228,94,273
216,1,0.6782746315002441,0,390,103,450
216,2,0.6310774087905884,86,582,240,639
216,3,0.5016241073608398,258,529,359,639
217,0,0.7243930697441101,1,388,106,449
217,1,0.6541116237640381,10,227,98,273
217,2,0.6283806562423706,92,584,243,639
217,3,0.5312862396240234,261,531,359,638
218,0,0.7243810892105103,3,390,111,449
218,1,0.5989329218864441,95,578,243,639
218,2,0.5373424887657166,264,524,360,635
218,3,0.5348306894302368,9,226,101,273
218,4,0.5196022987365723,51,338,142,424
219,0,0.6514715552330017,99,584,246,639
219,1,0.5260546803474426,9,403,116,449
219,2,0.5106855630874634,108,535,254,595
220,0,0.6781761050224304,14,392,121,447
220,1,0.5791876912117004,101,581,250,639
220,2,0.5325819849967957,32,228,110,272
221,0,0.7737686038017273,18,382,126,448
221,1,0.5315868258476257,103,580,253,639
222,0,0.7127692699432373,22,392,130,447
222,1,0.6273978352546692,108,583,245,639
223,0,0.7051824927330017,30,395,134,447
223,1,0.5490683913230896,111,580,265,639
224,0,0.7377086877822876,36,389,138,447
224,1,0.5353604555130005,120,533,265,599
224,2,0.505994975566864,53,226,125,272
225,0,0.7716211676597595,42,390,142,446
225,1,0.5256752371788025,115,579,272,639
226,0,0.7510333061218262,44,393,148,446
226,1,0.6265555620193481,119,583,254,639
227,0,0.658315122127533,49,397,152,446
227,1,0.5537070035934448,157,429,280,527
227,2,0.5071123838424683,123,585,259,639
228,0,0.7224308252334595,55,395,157,446
228,1,0.582656741142273,134,529,270,598
228,2,0.5300356149673462,126,579,265,639
229,0,0.7394658923149109,56,389,161,446
229,1,0.611301600933075,129,575,278,639
230,0,0.6865140199661255,61,397,165,446
230,1,0.5571931600570679,133,585,273,639
231,0,0.7215640544891357,65,389,170,445
231,1,0.5281650424003601,134,580,274,639
232,0,0.6370849013328552,70,388,177,446
232,1,0.5366864204406738,140,548,288,640
233,0,0.7197775840759277,74,384,179,446
233,1,0.6111904978752136,143,550,295,639
234,0,0.6488152146339417,78,384,185,445
235,0,0.7183236479759216,83,380,188,447
235,1,0.5298596024513245,147,553,298,639
236,0,0.6320118308067322,88,394,192,447
236,1,0.5985090732574463,147,546,304,639
237,0,0.5817986726760864,93,393,196,446
238,0,0.6574497818946838,96,390,202,447
239,0,0.6867477297782898,101,388,207,448
239,1,0.5243358612060547,104,226,181,274
239,2,0.5125765204429626,160,550,313,639
240,0,0.5928639769554138,161,548,316,639
240,1,0.5829024910926819,103,394,209,448
241,0,0.600843608379364,163,572,317,639
242,0,0.5765933990478516,163,565,320,639
243,0,0.5676041841506958,117,388,223,447
243,1,0.5568593144416809,176,541,319,626
244,0,0.6459246277809143,121,386,223,448
244,1,0.5248033404350281,176,548,321,639
245,0,0.6712966561317444,124,388,226,448
246,0,0.6082236766815186,126,392,231,447
247,0,0.7535704970359802,128,379,235,450
247,1,0.557072639465332,179,551,328,639
248,0,0.7676190137863159,131,380,237,450
248,1,0.5182557106018066,188,549,327,639
249,0,0.7588573694229126,135,375,240,450
249,1,0.5061761736869812,192,552,335,639
250,0,0.6766427755355835,137,386,247,448
251,0,0.7300885915756226,140,383,252,448
252,0,0.7906803488731384,148,384,252,451
253,0,0.7621129155158997,149,392,254,449
254,0,0.6742964386940002,155,376,260,452
255,0,0.5857601761817932,156,392,266,449
256,0,0.778576672077179,161,383,268,456
256,1,0.5549740195274353,182,233,246,280
257,0,0.7642828226089478,165,381,271,454
258,0,0.7096108794212341,169,376,276,456
258,1,0.6582528948783875,0,382,15,411
259,0,0.6978734731674194,168,386,277,457
259,1,0.5915594696998596,0,383,20,411
260,0,0.8079454302787781,0,365,24,412
260,1,0.5851161479949951,174,393,280,453
261,0,0.84424889087677,0,361,29,412
261,1,0.7936736941337585,178,387,283,457
262,0,0.785594642162323,0,344,34,412
262,1,0.7527806162834167,180,386,287,461
262,2,0.5961241722106934,147,228,203,273
262,3,0.5344995856285095,197,234,268,283
262,4,0.5181732773780823,238,525,360,639
263,0,0.7785442471504211,1,338,37,412
263,1,0.6279162764549255,184,392,291,461
263,2,0.5472838878631592,244,528,360,639
264,0,0.6888291239738464,1,336,44,412
264,1,0.620652437210083,154,231,212,274
264,2,0.515021562576294,245,532,360,639
264,3,0.5138840079307556,187,396,295,462
265,0,0.6209612488746643,2,365,48,412
265,1,0.5203374028205872,191,401,267,452
266,0,0.8101832866668701,0,362,53,412
266,1,0.743359386920929,194,396,300,464
266,2,0.5686430931091309,212,238,282,286
267,0,0.7577247023582458,1,360,58,412
267,1,0.6556774973869324,199,396,303,465
268,0,0.8846094608306885,3,361,62,412
268,1,0.6973056793212891,206,397,307,464
269,0,0.840488851070404,9,361,68,412
270,0,0.815586268901825,0,362,71,412
270,1,0.7802177667617798,211,402,314,468
271,0,0.87591552734375,0,361,77,412
271,1,0.6892455816268921,215,401,318,468
272,0,0.8811661005020142,0,360,82,412
272,1,0.6380295157432556,218,396,326,469
273,0,0.8806419968605042,0,361,86,413
273,1,0.58525151014328,225,402,329,466
274,0,0.8668890595436096,0,360,90,413
274,1,0.6193621158599854,226,404,333,468
274,2,0.5519044399261475,243,246,315,291
275,0,0.8903167247772217,3,361,95,413
275,1,0.740915060043335,228,398,332,472
275,2,0.5513219237327576,252,245,318,292
276,0,0.8845162391662598,8,360,99,414
276,1,0.6356143355369568,231,404,336,467
277,0,0.8672701120376587,13,360,103,414
277,1,0.6469326615333557,234,402,341,467
278,0,0.8319669365882874,17,360,106,415
279,0,0.8571996688842773,21,360,111,414
279,1,0.6651931405067444,240,406,347,478
279,2,0.5268445014953613,262,247,334,295
280,0,0.8819404244422913,27,362,115,416
280,1,0.7312639355659485,242,390,349,481
281,0,0.8472746014595032,30,359,119,415
281,1,0.7580471634864807,247,402,353,481
281,2,0.5521239638328552,271,245,346,297
282,0,0.8583530783653259,35,361,123,416
282,1,0.7755684852600098,251,411,355,482
283,0,0.8901962637901306,39,364,127,417
283,1,0.6315786838531494,253,403,359,484
283,2,0.5280998349189758,0,370,16,428
284,0,0.8843061923980713,44,362,132,417
284,1,0.79668128490448,0,371,20,429
284,2,0.688090980052948,254,402,360,485
284,3,0.6841418743133545,285,248,351,299
285,0,0.8406469821929932,0,372,24,428
285,1,0.8170403242111206,48,365,136,417
285,2,0.6505156755447388,255,403,359,486
286,0,0.8477185964584351,53,365,140,417
286,1,0.6826357841491699,257,417,360,488
286,2,0.5842958092689514,0,364,27,429
287,0,0.8458201885223389,58,365,143,418
287,1,0.7120252251625061,262,403,360,490
287,2,0.6515344977378845,0,368,31,434
288,0,0.8740240931510925,62,366,148,419
288,1,0.6775521039962769,265,403,358,478
289,0,0.839755654335022,68,366,152,419
289,1,0.7302232980728149,269,397,359,480
289,2,0.5693284869194031,1,367,38,430
290,0,0.8527962565422058,72,367,156,420
290,1,0.7057230472564697,273,407,359,485
290,2,0.6841733455657959,1,366,40,434
291,0,0.8685626983642578,76,366,160,420
291,1,0.6911791563034058,1,361,42,434
291,2,0.6869974136352539,276,412,358,476
292,0,0.8242964148521423,80,367,164,420
292,1,0.6467633247375488,281,412,359,478
292,2,0.6312080025672913,2,363,46,440
293,0,0.828003466129303,85,367,168,422
293,1,0.6649025082588196,284,415,360,476
293,2,0.6403157711029053,1,360,50,428
294,0,0.8441868424415588,89,367,172,423
294,1,0.6948335766792297,287,411,360,477
294,2,0.5396534204483032,1,361,54,428
295,0,0.8620201945304871,94,367,175,424
295,1,0.6832192540168762,291,421,360,477
295,2,0.6142625212669373,1,360,56,427
296,0,0.8334668278694153,96,367,180,426
296,1,0.7388313412666321,295,425,360,478
296,2,0.5077241063117981,2,360,58,426
297,0,0.8379653692245483,101,368,183,425
297,1,0.7041424512863159,297,422,360,478
297,2,0.5229278206825256,0,399,21,453
298,0,0.8422996401786804,105,368,188,427
298,1,0.7049393057823181,300,423,359,478
299,0,0.8584493398666382,110,371,192,428
299,1,0.6724683046340942,301,421,359,479
300,0,0.8359186053276062,113,368,195,430
300,1,0.508601188659668,306,403,360,480
301,0,0.8511507511138916,117,369,199,431
301,1,0.6563665866851807,11,362,56,439
301,2,0.6428383588790894,1,365,34,451
301,3,0.5911184549331665,309,423,359,480
302,0,0.8628381490707397,121,374,202,433
302,1,0.6922311782836914,312,404,359,482
302,2,0.5517177581787109,1,364,36,450
303,0,0.870658278465271,125,372,206,433
303,1,0.6636799573898315,315,407,359,481
303,2,0.5511462688446045,1,385,39,454
303,3,0.5284541249275208,19,357,60,440
304,0,0.8805126547813416,130,373,210,434
304,1,0.6718083620071411,316,404,359,482
305,0,0.8807041049003601,133,373,214,435
305,1,0.7200915217399597,318,408,359,483
305,2,0.5680488348007202,0,411,18,467
305,3,0.5459537506103516,300,251,358,303
306,0,0.9025642275810242,138,376,218,436
306,1,0.7593659162521362,303,251,360,302
306,2,0.7444433569908142,319,413,359,485
306,3,0.6728998422622681,0,414,20,467
306,4,0.6142534017562866,28,361,72,440
306,5,0.5232167840003967,2,368,49,452
307,0,0.9146884679794312,141,375,222,438
307,1,0.6855288147926331,322,417,359,485
307,2,0.5728745460510254,0,414,23,467
307,3,0.5497565865516663,2,363,52,450
307,4,0.5263386964797974,33,360,91,427
308,0,0.8887766003608704,146,377,227,440
308,1,0.7292414903640747,325,418,359,487
308,2,0.6397402286529541,1,363,56,452
309,0,0.8752481937408447,150,377,230,440
309,1,0.7764543890953064,327,419,360,488
309,2,0.6590651869773865,1,362,59,452
310,0,0.897769570350647,155,378,234,442
310,1,0.6720912456512451,331,422,360,490
310,2,0.6265515685081482,2,362,62,452
311,0,0.8909090161323547,158,378,238,444
311,1,0.5348081588745117,335,423,360,491
311,2,0.5251922011375427,47,360,105,426
312,0,0.8230562806129456,163,379,243,446
312,1,0.5772373080253601,12,362,68,449
313,0,0.8350100517272949,166,380,246,447
313,1,0.5335074663162231,5,364,70,450
314,0,0.8158683180809021,171,380,251,449
314,1,0.5210539102554321,4,364,74,451
315,0,0.8130237460136414,174,380,255,451
315,1,0.6789361238479614,0,426,20,482
316,0,0.8420448899269104,179,382,259,452
316,1,0.5732637643814087,0,425,22,481
316,2,0.5378443002700806,72,362,119,425
317,0,0.8444768190383911,182,384,263,454
317,1,0.5475051403045654,0,426,24,482
318,0,0.8524361252784729,186,385,265,455
318,1,0.6704398393630981,1,426,29,481
318,2,0.5035972595214844,34,365,85,451
319,0,0.8455184102058411,190,386,270,457
320,0,0.861100971698761,194,385,275,459
321,0,0.860846996307373,197,386,278,461
321,1,0.575426459312439,1,414,38,482
322,0,0.8287186622619629,201,387,281,462
322,1,0.5367529988288879,1,408,40,481
323,0,0.8235551714897156,205,392,285,464
323,1,0.5229849219322205,79,364,119,441
324,0,0.8385459184646606,208,393,289,467
324,1,0.6076080203056335,0,437,17,494
324,2,0.5731943845748901,107,363,139,428
325,0,0.8684205412864685,213,393,293,468
325,1,0.6333752274513245,0,437,20,494
326,0,0.8515198230743408,217,393,295,470
326,1,0.5190861225128174,0,437,22,494
327,0,0.8080330491065979,220,395,299,472
328,0,0.8492043614387512,224,396,303,474
329,0,0.8281455039978027,229,398,308,477
330,0,0.796808123588562,231,400,312,479
330,1,0.524310290813446,62,370,116,452
330,2,0.5114625096321106,4,431,33,493
331,0,0.7142294645309448,236,405,315,481
332,0,0.7595065236091614,240,404,319,483
333,0,0.8084760904312134,244,403,324,485
334,0,0.7835917472839355,247,409,328,488
334,1,0.7203806638717651,0,448,18,505
335,0,0.8246155381202698,250,408,331,491
335,1,0.5567189455032349,0,448,21,505
336,0,0.823340654373169,254,409,335,493
337,0,0.8316686749458313,259,410,339,495
337,1,0.5151150226593018,0,445,26,505
338,0,0.8206583261489868,261,411,344,498
339,0,0.809906005859375,264,414,347,499
339,1,0.5491428971290588,2,445,31,506
340,0,0.8384286761283875,268,415,351,502
341,0,0.8314691185951233,271,415,356,505
342,0,0.822977602481842,276,418,359,508
343,0,0.8144359588623047,278,420,360,510
344,0,0.7031533122062683,282,423,359,513
345,0,0.6747132539749146,285,424,354,488
345,1,0.5132810473442078,86,419,125,471
346,0,0.7020348906517029,290,422,359,515
346,1,0.5209265947341919,0,456,14,517
347,0,0.7287053465843201,293,421,359,513
347,1,0.6580728888511658,0,461,17,518
348,0,0.7458184957504272,296,425,360,505
348,1,0.6202558279037476,0,459,19,518
349,0,0.7434661984443665,301,428,360,500
349,1,0.5394437313079834,0,457,21,517
349,2,0.512876570224762,91,392,135,473
350,0,0.853265643119812,305,432,360,500
351,0,0.8666984438896179,308,435,360,502
351,1,0.5472428798675537,58,430,86,494
351,2,0.5278468728065491,156,400,185,453
352,0,0.836313784122467,311,438,359,503
353,0,0.8127556443214417,316,439,360,503
354,0,0.8828141689300537,320,439,360,507
355,0,0.9227115511894226,323,441,360,505
355,1,0.5144343972206116,32,437,70,505
356,0,0.8863511681556702,328,443,360,502
357,0,0.8563446402549744,333,447,360,503
358,0,0.8276235461235046,337,448,360,505
358,1,0.624164879322052,0,464,17,526
358,2,0.553506076335907,35,436,78,505
359,0,0.7421644926071167,340,451,360,506
360,0,0.5202159285545349,82,436,108,496
360,1,0.508123517036438,344,454,360,507
361,0,0.5826067328453064,42,436,86,505
361,1,0.5033823251724243,17,443,53,516
363,0,0.5014422535896301,90,436,116,497
364,0,0.5478383302688599,59,439,94,505
364,1,0.522970974445343,5,448,61,518
366,0,0.5164769887924194,99,437,124,497
366,1,0.5103961229324341,64,440,99,505
367,0,0.5017333626747131,39,448,68,514
368,0,0.6154561042785645,0,470,16,533
369,0,0.7113690972328186,0,468,18,533
369,1,0.5243340134620667,106,438,131,497
370,0,0.5959940552711487,0,472,20,532
370,1,0.5013622641563416,49,449,77,514
371,0,0.5498263239860535,43,444,80,515
371,1,0.5470712780952454,0,471,24,532
371,2,0.5005301237106323,75,437,112,503
372,0,0.5449296832084656,115,440,139,498
373,0,0.5026161670684814,83,442,116,505
374,0,0.5132769346237183,239,391,270,457
375,0,0.514153242111206,61,445,92,513
376,0,0.5418002009391785,84,438,127,506
377,0,0.5294837355613708,93,437,129,504
380,0,0.5932347178459167,78,445,108,513
381,0,0.6707940697669983,103,439,143,505
381,1,0.5985532999038696,74,442,111,513
382,0,0.5482906699180603,61,449,115,515
383,0,0.5326752662658691,114,440,150,505
384,0,0.5664582848548889,94,444,124,513
384,1,0.5377400517463684,124,438,179,505
384,2,0.5277337431907654,276,398,305,467
385,0,0.6683706641197205,122,439,158,504
386,0,0.8006120920181274,75,447,131,517
386,1,0.5347233414649963,126,441,161,505
387,0,0.6069801449775696,134,444,190,503
387,1,0.6025077700614929,76,447,135,517
388,0,0.7734050750732422,83,445,138,516
389,0,0.5858554840087891,138,440,196,504
389,1,0.5683665871620178,19,430,87,529
390,0,0.5312579870223999,89,446,144,515
390,1,0.5166040062904358,140,435,175,506
391,0,0.6287360787391663,24,428,93,530
392,0,0.6202186942100525,151,445,207,505
393,0,0.7156588435173035,153,442,210,506
394,0,0.6406908631324768,36,428,104,528
395,0,0.6307357549667358,106,452,161,516
396,0,0.6556541919708252,43,447,110,528
396,1,0.5578210949897766,165,446,222,508
396,2,0.530215322971344,230,423,277,495
398,0,0.5901615619659424,284,436,334,491
398,1,0.5428594946861267,170,445,227,508
399,0,0.5239704847335815,171,443,207,508
400,0,0.6071760058403015,123,449,178,516
401,0,0.6671134829521179,180,440,265,508
402,0,0.6455808877944946,183,443,218,510
402,1,0.5318189859390259,215,442,269,507
404,0,0.6649053692817688,138,449,193,518
404,1,0.6455826759338379,191,444,225,511
404,2,0.6315457224845886,222,440,276,508
404,3,0.5129086375236511,264,437,307,502
405,0,0.5150775909423828,291,402,359,497
406,0,0.610770046710968,230,438,314,507
406,1,0.5488647818565369,197,444,233,511
407,0,0.585239827632904,235,448,288,510
408,0,0.5673021674156189,237,441,291,512
408,1,0.5509897470474243,206,443,240,512
409,0,0.6026895642280579,155,450,211,519
410,0,0.5530994534492493,213,443,248,514
411,0,0.5319088101387024,218,446,252,515
413,0,0.6713162064552307,170,451,227,521
413,1,0.6212561726570129,226,444,258,516
413,2,0.5533469915390015,307,442,348,511
415,0,0.5005682110786438,234,451,268,518
416,0,0.5369912385940552,237,450,272,519
417,0,0.644566535949707,187,455,242,523
417,1,0.5124766826629639,243,451,277,519
418,0,0.6105135679244995,245,451,280,521
418,1,0.522429883480072,163,457,194,525
419,0,0.5956555604934692,283,454,338,523
419,1,0.5556754469871521,167,459,200,525
420,0,0.6704113483428955,258,460,291,524
421,0,0.5928381085395813,260,455,297,525
421,1,0.5404143929481506,204,456,260,527
422,0,0.7572242021560669,266,460,301,526
422,1,0.6584916710853577,298,458,354,527
422,2,0.5160000324249268,210,458,266,527
422,3,0.5130777359008789,181,461,213,526
423,0,0.6209461092948914,268,459,306,527
423,1,0.5940605401992798,185,459,217,527
424,0,0.7093690037727356,274,460,312,527
424,1,0.619522213935852,217,459,276,529
425,0,0.6546415090560913,276,460,314,528
425,1,0.5878363847732544,313,464,360,531
425,2,0.5795364379882812,192,459,226,529
426,0,0.6379945874214172,283,459,321,531
426,1,0.5881142616271973,196,455,230,528
426,2,0.5515746474266052,162,434,202,529
426,3,0.5284601449966431,315,461,357,533
427,0,0.6723369359970093,287,463,323,531
429,0,0.5895992517471313,297,461,332,534
430,0,0.6959105730056763,301,467,339,536
430,1,0.6262035965919495,180,456,221,530
430,2,0.6096737384796143,215,466,250,532
431,0,0.7445686459541321,307,468,345,537
431,1,0.528876006603241,249,467,308,535
431,2,0.5247829556465149,340,485,360,540
432,0,0.7791938185691833,309,467,354,539
432,1,0.5593392848968506,252,468,313,537
433,0,0.6673130393028259,316,469,359,543
433,1,0.5051962733268738,230,471,263,535
434,0,0.7711518406867981,321,466,359,544
435,0,0.6253207921981812,324,460,359,544
435,1,0.570842981338501,203,457,245,533
437,0,0.5237279534339905,246,465,279,539
437,1,0.5216959714889526,212,453,253,536
438,0,0.5070581436157227,312,472,360,546
439,0,0.5961443185806274,257,470,293,541
440,0,0.6904202699661255,290,471,357,547
440,1,0.6342869997024536,261,473,297,543
440,2,0.6110349297523499,226,460,269,538
441,0,0.7635970711708069,295,476,357,549
442,0,0.6494759321212769,298,475,359,550
442,1,0.5309298038482666,271,475,307,545
443,0,0.6284229755401611,306,477,358,551
443,1,0.5538552403450012,241,462,285,542
443,2,0.5532395839691162,275,474,312,546
444,0,0.6423896551132202,245,458,290,542
444,1,0.5570541024208069,312,478,359,552
445,0,0.5293082594871521,316,477,360,553
446,0,0.5561298727989197,256,473,298,544
446,1,0.5388535261154175,322,474,360,556
447,0,0.6123812794685364,260,461,305,545
449,0,0.6518511176109314,308,487,360,558
453,0,0.7507691383361816,292,459,359,560
454,0,0.5442305207252502,298,460,359,562
455,0,0.8655018210411072,303,459,360,565
456,0,0.8004159331321716,309,472,360,563
457,0,0.5979541540145874,313,463,359,560
458,0,0.7037515044212341,321,465,358,561
459,0,0.6507604718208313,326,470,359,563
460,0,0.5740242004394531,332,477,360,564
461,0,0.6111843585968018,337,483,360,566
462,0,0.6075444221496582,342,496,360,567
482,0,0.5516484379768372,274,292,359,423
504,0,0.5646589994430542,1,353,75,426
